"Province","Lag_Numeric","Lag_Description","RR","Lower","Upper"
"อุบลราชธานี",3,"Lag 3","0.9962","0.9917","1.0007"
"เชียงราย",3,"Lag 3","1.0008","0.998","1.0035"
"เชียงใหม่",3,"Lag 3","0.9995","0.9955","1.0036"
"เพชรบูรณ์",3,"Lag 3","0.9917","0.9736","1.0101"
"เลย",3,"Lag 3","0.9986","0.9915","1.0058"
"แพร่",3,"Lag 3","1.0021","0.9945","1.0097"
"แม่ฮ่องสอน",3,"Lag 3","0.9902","0.98","1.0004"
"กรุงเทพมหานคร",4,"Lag 4","0.9997","0.9961","1.0035"
"กาญจนบุรี",4,"Lag 4","1.0057","0.9948","1.0169"
"กำแพงเพชร",4,"Lag 4","1.0029","0.9832","1.0229"
"ขอนแก่น",4,"Lag 4","0.9966","0.9918","1.0014"
"จันทบุรี",4,"Lag 4","0.9773","0.944","1.0117"
"ฉะเชิงเทรา",4,"Lag 4","0.9862","0.9743","0.9982"
"ชลบุรี",4,"Lag 4","1.0014","0.9935","1.0094"
"ตรัง",4,"Lag 4","0.9943","0.9548","1.0354"
"ตราด",4,"Lag 4","0.9718","0.9307","1.0147"
"ตาก",4,"Lag 4","0.992","0.9804","1.0038"
"นครปฐม",4,"Lag 4","0.9963","0.9862","1.0065"
"นครพนม",4,"Lag 4","0.9955","0.9851","1.006"
"นครราชสีมา",4,"Lag 4","0.9993","0.9938","1.0048"
"นครศรีธรรมราช",4,"Lag 4","0.9844","0.9608","1.0085"
"นครสวรรค์",4,"Lag 4","0.9967","0.988","1.0056"
"นราธิวาส",4,"Lag 4","1.0054","0.9791","1.0324"
"น่าน",4,"Lag 4","0.9974","0.992","1.0027"
"บุรีรัมย์",4,"Lag 4","1.0046","0.9899","1.0195"
"ปทุมธานี",4,"Lag 4","1.0081","0.9975","1.0188"
"ประจวบคีรีขันธ์",4,"Lag 4","0.9824","0.9555","1.0101"
"ปราจีนบุรี",4,"Lag 4","0.9963","0.9851","1.0076"
"พระนครศรีอยุธยา",4,"Lag 4","1.0128","1.0023","1.0233"
"พะเยา",4,"Lag 4","1.0024","0.9957","1.0092"
"พิจิตร",4,"Lag 4","1.0081","0.9828","1.034"
"พิษณุโลก",4,"Lag 4","0.9901","0.9826","0.9977"
"ภูเก็ต",4,"Lag 4","0.9828","0.9514","1.0153"
"มุกดาหาร",4,"Lag 4","1.0043","0.9668","1.0431"
"ยะลา",4,"Lag 4","1.0165","0.9831","1.0509"
"ระยอง",4,"Lag 4","0.9912","0.9793","1.0033"
"ราชบุรี",4,"Lag 4","0.9964","0.9881","1.0048"
"ลพบุรี",4,"Lag 4","0.994","0.9747","1.0137"
"ลำปาง",4,"Lag 4","1.0008","0.995","1.0066"
"ลำพูน",4,"Lag 4","0.9972","0.9866","1.008"
"สกลนคร",4,"Lag 4","0.9886","0.9757","1.0017"
"สงขลา",4,"Lag 4","1.0001","0.9849","1.0156"
"สตูล",4,"Lag 4","1.0209","0.9821","1.0611"
"สมุทรปราการ",4,"Lag 4","0.9992","0.9914","1.007"
"สมุทรสงคราม",4,"Lag 4","1.0155","0.992","1.0395"
"สระแก้ว",4,"Lag 4","1.0065","0.9908","1.0224"
"สุพรรณบุรี",4,"Lag 4","0.9932","0.981","1.0055"
"สุราษฎร์ธานี",4,"Lag 4","1.0018","0.9851","1.0188"
"สุโขทัย",4,"Lag 4","0.9925","0.9785","1.0066"
"หนองคาย",4,"Lag 4","0.9975","0.9894","1.0056"
"อุดรธานี",4,"Lag 4","0.9962","0.9866","1.0059"
"อุตรดิตถ์",4,"Lag 4","0.9848","0.9684","1.0015"
"อุทัยธานี",4,"Lag 4","0.9965","0.9686","1.0253"
"อุบลราชธานี",4,"Lag 4","0.9961","0.9916","1.0006"
"เชียงราย",4,"Lag 4","1.0007","0.9979","1.0035"
"เชียงใหม่",4,"Lag 4","1.0006","0.9965","1.0048"
"เพชรบูรณ์",4,"Lag 4","0.9888","0.971","1.0069"
"เลย",4,"Lag 4","0.9995","0.9924","1.0067"
"แพร่",4,"Lag 4","1.0033","0.9957","1.0109"
"แม่ฮ่องสอน",4,"Lag 4","0.9907","0.9806","1.0008"
"กรุงเทพมหานคร",5,"Lag 5","0.9997","0.9972","1.0022"
"กาญจนบุรี",5,"Lag 5","1.0038","0.9966","1.011"
"กำแพงเพชร",5,"Lag 5","0.9928","0.9785","1.0074"
"ขอนแก่น",5,"Lag 5","0.9974","0.994","1.0008"
"จันทบุรี",5,"Lag 5","0.9902","0.9683","1.0127"
"ฉะเชิงเทรา",5,"Lag 5","0.9896","0.9813","0.998"
"ชลบุรี",5,"Lag 5","0.999","0.9936","1.0044"
"ตรัง",5,"Lag 5","1.0005","0.9728","1.029"
"ตราด",5,"Lag 5","0.981","0.9552","1.0076"
"ตาก",5,"Lag 5","0.9922","0.9844","1.0001"
"นครปฐม",5,"Lag 5","1.0008","0.994","1.0077"
"นครพนม",5,"Lag 5","0.9943","0.9868","1.0019"
"นครราชสีมา",5,"Lag 5","0.9987","0.9951","1.0024"
"นครศรีธรรมราช",5,"Lag 5","0.9848","0.9687","1.0011"
"นครสวรรค์",5,"Lag 5","0.9973","0.9912","1.0034"
"นราธิวาส",5,"Lag 5","1.0037","0.9858","1.0219"
"น่าน",5,"Lag 5","0.9981","0.9944","1.0018"
"บุรีรัมย์",5,"Lag 5","1.0049","0.9946","1.0152"
"ปทุมธานี",5,"Lag 5","1.0039","0.9969","1.011"
"ประจวบคีรีขันธ์",5,"Lag 5","0.9908","0.9728","1.0091"
"ปราจีนบุรี",5,"Lag 5","0.9983","0.991","1.0057"
"พระนครศรีอยุธยา",5,"Lag 5","1.0051","0.9982","1.0122"
"พะเยา",5,"Lag 5","0.9999","0.9952","1.0047"
"พิจิตร",5,"Lag 5","1.0038","0.9867","1.0212"
"พิษณุโลก",5,"Lag 5","0.9929","0.9878","0.998"
"ภูเก็ต",5,"Lag 5","0.9847","0.9625","1.0073"
"มุกดาหาร",5,"Lag 5","1.0026","0.9746","1.0314"
"ยะลา",5,"Lag 5","1.0086","0.9867","1.031"
"ระยอง",5,"Lag 5","0.9934","0.9854","1.0016"
"ราชบุรี",5,"Lag 5","0.9953","0.9899","1.0007"
"ลพบุรี",5,"Lag 5","0.9934","0.98","1.007"
"ลำปาง",5,"Lag 5","1.0016","0.9976","1.0056"
"ลำพูน",5,"Lag 5","1.0022","0.995","1.0095"
"สกลนคร",5,"Lag 5","0.9911","0.9821","1.0001"
"สงขลา",5,"Lag 5","1.0001","0.9896","1.0107"
"สตูล",5,"Lag 5","1.0035","0.978","1.0297"
"สมุทรปราการ",5,"Lag 5","0.9993","0.9939","1.0046"
"สมุทรสงคราม",5,"Lag 5","1.0092","0.9941","1.0245"
"สระแก้ว",5,"Lag 5","1.0064","0.9965","1.0165"
"สุพรรณบุรี",5,"Lag 5","0.9989","0.9905","1.0073"
"สุราษฎร์ธานี",5,"Lag 5","1.0048","0.9929","1.0167"
"สุโขทัย",5,"Lag 5","0.9947","0.9846","1.0049"
"หนองคาย",5,"Lag 5","0.9991","0.9934","1.0049"
"อุดรธานี",5,"Lag 5","0.9977","0.9912","1.0042"
"อุตรดิตถ์",5,"Lag 5","0.9935","0.9831","1.004"
"อุทัยธานี",5,"Lag 5","1.0004","0.9816","1.0196"
"อุบลราชธานี",5,"Lag 5","0.9973","0.9941","1.0006"
"เชียงราย",5,"Lag 5","0.9998","0.998","1.0017"
"เชียงใหม่",5,"Lag 5","1.0018","0.9989","1.0046"
"เพชรบูรณ์",5,"Lag 5","0.9904","0.9777","1.0032"
"เลย",5,"Lag 5","0.9996","0.9947","1.0046"
"แพร่",5,"Lag 5","1.0042","0.9989","1.0096"
"แม่ฮ่องสอน",5,"Lag 5","0.9966","0.9903","1.003"
"กรุงเทพมหานคร",6,"Lag 6","1.0002","0.997","1.0033"
"กาญจนบุรี",6,"Lag 6","1.0006","0.9919","1.0094"
"กำแพงเพชร",6,"Lag 6","0.9801","0.9631","0.9973"
"ขอนแก่น",6,"Lag 6","0.9996","0.9953","1.0039"
"จันทบุรี",6,"Lag 6","1.0117","0.9856","1.0384"
"ฉะเชิงเทรา",6,"Lag 6","0.9969","0.9864","1.0074"
"ชลบุรี",6,"Lag 6","0.9962","0.9895","1.0029"
"ตรัง",6,"Lag 6","1.0119","0.9775","1.0474"
"ตราด",6,"Lag 6","0.9964","0.9662","1.0276"
"ตาก",6,"Lag 6","0.9942","0.9848","1.0037"
"นครปฐม",6,"Lag 6","1.0075","0.9988","1.0162"
"นครพนม",6,"Lag 6","0.9927","0.9835","1.002"
"นครราชสีมา",6,"Lag 6","0.9992","0.9947","1.0037"
"นครศรีธรรมราช",6,"Lag 6","0.9897","0.9699","1.01"
"นครสวรรค์",6,"Lag 6","0.9993","0.9918","1.0067"
"นราธิวาส",6,"Lag 6","1.0007","0.9789","1.023"
"น่าน",6,"Lag 6","0.9993","0.9947","1.0039"
"บุรีรัมย์",6,"Lag 6","1.0052","0.9931","1.0175"
"ปทุมธานี",6,"Lag 6","0.9969","0.9883","1.0056"
"ประจวบคีรีขันธ์",6,"Lag 6","1.0074","0.9863","1.0289"
"ปราจีนบุรี",6,"Lag 6","1.0013","0.9923","1.0103"
"พระนครศรีอยุธยา",6,"Lag 6","0.9932","0.9845","1.0021"
"พะเยา",6,"Lag 6","0.9964","0.9905","1.0024"
"พิจิตร",6,"Lag 6","0.9999","0.9796","1.0206"
"พิษณุโลก",6,"Lag 6","0.9986","0.9926","1.0046"
"ภูเก็ต",6,"Lag 6","0.9922","0.9643","1.021"
"มุกดาหาร",6,"Lag 6","0.9984","0.9633","1.0348"
"ยะลา",6,"Lag 6","0.9944","0.9682","1.0214"
"ระยอง",6,"Lag 6","0.9978","0.9878","1.0079"
"ราชบุรี",6,"Lag 6","0.9954","0.9888","1.002"
"ลพบุรี",6,"Lag 6","0.9947","0.9783","1.0114"
"ลำปาง",6,"Lag 6","1.0026","0.9978","1.0075"
"ลำพูน",6,"Lag 6","1.0092","1.0006","1.0178"
"สกลนคร",6,"Lag 6","0.9956","0.9843","1.0071"
"สงขลา",6,"Lag 6","1.0003","0.9864","1.0144"
"สตูล",6,"Lag 6","0.972","0.94","1.0051"
"สมุทรปราการ",6,"Lag 6","1.0008","0.9942","1.0075"
"สมุทรสงคราม",6,"Lag 6","0.9992","0.9802","1.0187"
"สระแก้ว",6,"Lag 6","1.0052","0.9931","1.0174"
"สุพรรณบุรี",6,"Lag 6","1.0093","0.999","1.0197"
"สุราษฎร์ธานี",6,"Lag 6","1.0082","0.9935","1.0232"
"สุโขทัย",6,"Lag 6","1.0001","0.9883","1.0121"
"หนองคาย",6,"Lag 6","1.0019","0.9947","1.0092"
"อุดรธานี",6,"Lag 6","1.0009","0.9929","1.0089"
"อุตรดิตถ์",6,"Lag 6","1.0084","0.9956","1.0213"
"อุทัยธานี",6,"Lag 6","1.0083","0.9852","1.0319"
"อุบลราชธานี",6,"Lag 6","0.9994","0.9953","1.0036"
"เชียงราย",6,"Lag 6","0.9984","0.9961","1.0007"
"เชียงใหม่",6,"Lag 6","1.0029","0.9995","1.0064"
"เพชรบูรณ์",6,"Lag 6","0.9949","0.9793","1.0108"
"เลย",6,"Lag 6","0.999","0.9929","1.0053"
"แพร่",6,"Lag 6","1.005","0.9985","1.0116"
"แม่ฮ่องสอน",6,"Lag 6","1.0063","0.9987","1.0139"
"กรุงเทพมหานคร",7,"Lag 7","1.0008","0.9945","1.0072"
"กาญจนบุรี",7,"Lag 7","0.9969","0.9787","1.0154"
"กำแพงเพชร",7,"Lag 7","0.9662","0.9354","0.998"
"ขอนแก่น",7,"Lag 7","1.0024","0.994","1.011"
"จันทบุรี",7,"Lag 7","1.0378","0.9813","1.0976"
"ฉะเชิงเทรา",7,"Lag 7","1.0061","0.9853","1.0274"
"ชลบุรี",7,"Lag 7","0.9931","0.9796","1.0069"
"ตรัง",7,"Lag 7","1.026","0.9578","1.099"
"ตราด",7,"Lag 7","1.0151","0.947","1.0882"
"ตาก",7,"Lag 7","0.997","0.9779","1.0166"
"นครปฐม",7,"Lag 7","1.0152","0.9975","1.0332"
"นครพนม",7,"Lag 7","0.9909","0.9735","1.0086"
"นครราชสีมา",7,"Lag 7","1.0002","0.9908","1.0096"
"นครศรีธรรมราช",7,"Lag 7","0.997","0.9569","1.0387"
"นครสวรรค์",7,"Lag 7","1.002","0.9872","1.017"
"นราธิวาส",7,"Lag 7","0.997","0.9534","1.0427"
"น่าน",7,"Lag 7","1.0008","0.9916","1.0101"
"บุรีรัมย์",7,"Lag 7","1.0056","0.9817","1.03"
"ปทุมธานี",7,"Lag 7","0.9886","0.971","1.0065"
"ประจวบคีรีขันธ์",7,"Lag 7","1.0285","0.9838","1.0753"
"ปราจีนบุรี",7,"Lag 7","1.0047","0.9858","1.0239"
"พระนครศรีอยุธยา",7,"Lag 7","0.9794","0.9618","0.9973"
"พะเยา",7,"Lag 7","0.9924","0.9808","1.0042"
"พิจิตร",7,"Lag 7","0.9961","0.9554","1.0385"
"พิษณุโลก",7,"Lag 7","1.0058","0.9933","1.0184"
"ภูเก็ต",7,"Lag 7","1.0027","0.9477","1.0609"
"มุกดาหาร",7,"Lag 7","0.993","0.9289","1.0616"
"ยะลา",7,"Lag 7","0.9773","0.9239","1.0338"
"ระยอง",7,"Lag 7","1.0033","0.9828","1.0243"
"ราชบุรี",7,"Lag 7","0.9962","0.9822","1.0104"
"ลพบุรี",7,"Lag 7","0.9969","0.9645","1.0303"
"ลำปาง",7,"Lag 7","1.0037","0.9941","1.0134"
"ลำพูน",7,"Lag 7","1.0172","0.9994","1.0353"
"สกลนคร",7,"Lag 7","1.0012","0.9785","1.0245"
