"Province","Lag_Numeric","Lag_Description","RR","Lower","Upper"
"แพร่",0,"Lag 0","0.9961","0.9799","1.0126"
"แม่ฮ่องสอน",0,"Lag 0","1.0008","0.9821","1.0198"
"กรุงเทพมหานคร",1,"Lag 1","1.0106","1.0059","1.0152"
"กาญจนบุรี",1,"Lag 1","1.0044","0.9955","1.0134"
"กำแพงเพชร",1,"Lag 1","0.9935","0.9753","1.0122"
"ขอนแก่น",1,"Lag 1","1.0114","1.0053","1.0176"
"จันทบุรี",1,"Lag 1","0.9993","0.9661","1.0338"
"ฉะเชิงเทรา",1,"Lag 1","1.02","1.0089","1.0312"
"ชลบุรี",1,"Lag 1","1.0155","1.007","1.0242"
"ตรัง",1,"Lag 1","0.9824","0.9375","1.0295"
"ตราด",1,"Lag 1","1.0349","0.9994","1.0716"
"ตาก",1,"Lag 1","0.9967","0.9854","1.008"
"นครปฐม",1,"Lag 1","1.013","1.0031","1.023"
"นครพนม",1,"Lag 1","1.0013","0.9915","1.0111"
"นครราชสีมา",1,"Lag 1","1.0192","1.0128","1.0257"
"นครศรีธรรมราช",1,"Lag 1","1.0194","0.9995","1.0397"
"นครสวรรค์",1,"Lag 1","1.007","0.9978","1.0163"
"นราธิวาส",1,"Lag 1","0.9898","0.9724","1.0076"
"น่าน",1,"Lag 1","1.0016","0.9945","1.0087"
"บุรีรัมย์",1,"Lag 1","1.0161","0.9993","1.0332"
"ปทุมธานี",1,"Lag 1","1.0015","0.9911","1.012"
"ประจวบคีรีขันธ์",1,"Lag 1","1.0263","1.0018","1.0515"
"ปราจีนบุรี",1,"Lag 1","1.0149","1.0037","1.0262"
"พระนครศรีอยุธยา",1,"Lag 1","1.0048","0.9947","1.015"
"พะเยา",1,"Lag 1","0.9945","0.9872","1.0019"
"พิจิตร",1,"Lag 1","1.0042","0.9828","1.0261"
"พิษณุโลก",1,"Lag 1","1.0102","1.0023","1.0181"
"ภูเก็ต",1,"Lag 1","0.9955","0.9616","1.0305"
"มุกดาหาร",1,"Lag 1","0.9832","0.9344","1.0346"
"ยะลา",1,"Lag 1","1.0149","0.995","1.0351"
"ระยอง",1,"Lag 1","1.0159","1.0035","1.0285"
"ราชบุรี",1,"Lag 1","1.0122","1.0055","1.019"
"ลพบุรี",1,"Lag 1","1.0393","1.0217","1.0571"
"ลำปาง",1,"Lag 1","0.9978","0.991","1.0047"
"ลำพูน",1,"Lag 1","1.0005","0.9917","1.0095"
"สกลนคร",1,"Lag 1","1.0039","0.9881","1.0199"
"สงขลา",1,"Lag 1","1.0109","0.9967","1.0253"
"สตูล",1,"Lag 1","0.9936","0.9663","1.0217"
"สมุทรปราการ",1,"Lag 1","1.0101","1.0016","1.0187"
"สมุทรสงคราม",1,"Lag 1","1.0044","0.9858","1.0233"
"สระแก้ว",1,"Lag 1","1.0111","0.9978","1.0246"
"สุพรรณบุรี",1,"Lag 1","0.9978","0.9859","1.01"
"สุราษฎร์ธานี",1,"Lag 1","1.0125","0.9963","1.0289"
"สุโขทัย",1,"Lag 1","1.0107","0.9984","1.0231"
"หนองคาย",1,"Lag 1","1.0074","0.999","1.0157"
"อุดรธานี",1,"Lag 1","1.0146","1.0036","1.0256"
"อุตรดิตถ์",1,"Lag 1","1.0006","0.9825","1.019"
"อุทัยธานี",1,"Lag 1","1.0108","0.9865","1.0357"
"อุบลราชธานี",1,"Lag 1","1.0069","1.0016","1.0123"
"เชียงราย",1,"Lag 1","0.9964","0.9931","0.9997"
"เชียงใหม่",1,"Lag 1","1.0046","1.0001","1.0091"
"เพชรบูรณ์",1,"Lag 1","1.0061","0.9862","1.0264"
"เลย",1,"Lag 1","0.9996","0.9918","1.0075"
"แพร่",1,"Lag 1","0.9968","0.9888","1.0049"
"แม่ฮ่องสอน",1,"Lag 1","1.0035","0.9953","1.0119"
"กรุงเทพมหานคร",2,"Lag 2","1.0081","1.0045","1.0118"
"กาญจนบุรี",2,"Lag 2","1.0014","0.9941","1.0086"
"กำแพงเพชร",2,"Lag 2","0.9943","0.9772","1.0117"
"ขอนแก่น",2,"Lag 2","1.0019","0.9972","1.0067"
"จันทบุรี",2,"Lag 2","0.9961","0.9672","1.0258"
"ฉะเชิงเทรา",2,"Lag 2","1.0074","0.9984","1.0164"
"ชลบุรี",2,"Lag 2","1.0058","0.9991","1.0125"
"ตรัง",2,"Lag 2","0.9907","0.9538","1.029"
"ตราด",2,"Lag 2","1.0214","0.9902","1.0536"
"ตาก",2,"Lag 2","0.9979","0.9884","1.0075"
"นครปฐม",2,"Lag 2","1.0117","1.0039","1.0196"
"นครพนม",2,"Lag 2","0.9972","0.9893","1.0051"
"นครราชสีมา",2,"Lag 2","1.0107","1.0054","1.016"
"นครศรีธรรมราช",2,"Lag 2","0.9974","0.9814","1.0137"
"นครสวรรค์",2,"Lag 2","1.0042","0.9966","1.0118"
"นราธิวาส",2,"Lag 2","1.0009","0.9866","1.0154"
"น่าน",2,"Lag 2","1.0029","0.9969","1.0089"
"บุรีรัมย์",2,"Lag 2","1.0138","0.9989","1.0289"
"ปทุมธานี",2,"Lag 2","1.0067","0.9984","1.0151"
"ประจวบคีรีขันธ์",2,"Lag 2","1.0228","1.0017","1.0444"
"ปราจีนบุรี",2,"Lag 2","1.0066","0.9975","1.0157"
"พระนครศรีอยุธยา",2,"Lag 2","1.0043","0.9964","1.0123"
"พะเยา",2,"Lag 2","0.9965","0.9903","1.0027"
"พิจิตร",2,"Lag 2","1.0025","0.9842","1.0211"
"พิษณุโลก",2,"Lag 2","1.0059","0.9992","1.0127"
"ภูเก็ต",2,"Lag 2","0.9914","0.9643","1.0193"
"มุกดาหาร",2,"Lag 2","0.9821","0.943","1.0228"
"ยะลา",2,"Lag 2","1.0082","0.9926","1.024"
"ระยอง",2,"Lag 2","0.9989","0.9894","1.0086"
"ราชบุรี",2,"Lag 2","1.0016","0.9963","1.007"
"ลพบุรี",2,"Lag 2","1.0062","0.9916","1.0211"
"ลำปาง",2,"Lag 2","1.0002","0.9945","1.0059"
"ลำพูน",2,"Lag 2","1.0045","0.9973","1.0118"
"สกลนคร",2,"Lag 2","1.0071","0.9942","1.0202"
"สงขลา",2,"Lag 2","1.0048","0.9937","1.0161"
"สตูล",2,"Lag 2","0.997","0.9751","1.0194"
"สมุทรปราการ",2,"Lag 2","1.0056","0.999","1.0123"
"สมุทรสงคราม",2,"Lag 2","1.0174","1.0024","1.0327"
"สระแก้ว",2,"Lag 2","1.0057","0.995","1.0165"
"สุพรรณบุรี",2,"Lag 2","1.0016","0.9917","1.0116"
"สุราษฎร์ธานี",2,"Lag 2","1.0137","1.0006","1.0269"
"สุโขทัย",2,"Lag 2","0.9988","0.988","1.0096"
"หนองคาย",2,"Lag 2","0.996","0.9895","1.0026"
"อุดรธานี",2,"Lag 2","1.0106","1.0018","1.0194"
"อุตรดิตถ์",2,"Lag 2","1.0105","0.9949","1.0263"
"อุทัยธานี",2,"Lag 2","1.0086","0.9866","1.0312"
"อุบลราชธานี",2,"Lag 2","1.0012","0.9969","1.0055"
"เชียงราย",2,"Lag 2","0.9986","0.9959","1.0013"
"เชียงใหม่",2,"Lag 2","1.0011","0.9975","1.0048"
"เพชรบูรณ์",2,"Lag 2","0.9969","0.9794","1.0147"
"เลย",2,"Lag 2","0.9938","0.9873","1.0003"
"แพร่",2,"Lag 2","0.9979","0.9913","1.0045"
"แม่ฮ่องสอน",2,"Lag 2","1.0056","0.9979","1.0135"
"กรุงเทพมหานคร",3,"Lag 3","1.006","1.0006","1.0114"
"กาญจนบุรี",3,"Lag 3","0.9991","0.9882","1.0102"
"กำแพงเพชร",3,"Lag 3","0.997","0.9735","1.021"
"ขอนแก่น",3,"Lag 3","0.995","0.9884","1.0017"
"จันทบุรี",3,"Lag 3","0.9953","0.951","1.0417"
"ฉะเชิงเทรา",3,"Lag 3","0.9987","0.9859","1.0116"
"ชลบุรี",3,"Lag 3","0.999","0.9892","1.0089"
"ตรัง",3,"Lag 3","0.9941","0.9419","1.0492"
"ตราด",3,"Lag 3","1.0087","0.9584","1.0617"
"ตาก",3,"Lag 3","0.9989","0.9851","1.013"
"นครปฐม",3,"Lag 3","1.0102","0.9987","1.0218"
"นครพนม",3,"Lag 3","0.9954","0.9849","1.0059"
"นครราชสีมา",3,"Lag 3","1.0042","0.9964","1.0121"
"นครศรีธรรมราช",3,"Lag 3","0.9847","0.9617","1.0082"
"นครสวรรค์",3,"Lag 3","1.0022","0.9912","1.0134"
"นราธิวาส",3,"Lag 3","1.0097","0.989","1.0309"
"น่าน",3,"Lag 3","1.0028","0.994","1.0116"
"บุรีรัมย์",3,"Lag 3","1.0111","0.9902","1.0324"
"ปทุมธานี",3,"Lag 3","1.0099","0.9976","1.0224"
"ประจวบคีรีขันธ์",3,"Lag 3","1.0193","0.9877","1.0519"
"ปราจีนบุรี",3,"Lag 3","1.0001","0.9864","1.014"
"พระนครศรีอยุธยา",3,"Lag 3","1.0037","0.9921","1.0153"
"พะเยา",3,"Lag 3","0.998","0.9888","1.0073"
"พิจิตร",3,"Lag 3","1.0014","0.9759","1.0276"
"พิษณุโลก",3,"Lag 3","1.0029","0.993","1.0129"
"ภูเก็ต",3,"Lag 3","0.9916","0.9532","1.0316"
"มุกดาหาร",3,"Lag 3","0.9836","0.9331","1.0368"
"ยะลา",3,"Lag 3","1.0018","0.9791","1.025"
"ระยอง",3,"Lag 3","0.9888","0.9747","1.0031"
"ราชบุรี",3,"Lag 3","0.9944","0.9861","1.0028"
"ลพบุรี",3,"Lag 3","0.9846","0.9641","1.0055"
"ลำปาง",3,"Lag 3","1.002","0.9936","1.0105"
"ลำพูน",3,"Lag 3","1.0066","0.9956","1.0177"
"สกลนคร",3,"Lag 3","1.0088","0.9898","1.0281"
"สงขลา",3,"Lag 3","1.0003","0.9844","1.0164"
"สตูล",3,"Lag 3","0.9995","0.9686","1.0314"
"สมุทรปราการ",3,"Lag 3","1.0017","0.9921","1.0114"
"สมุทรสงคราม",3,"Lag 3","1.0256","1.0029","1.0489"
"สระแก้ว",3,"Lag 3","1.0018","0.985","1.0189"
"สุพรรณบุรี",3,"Lag 3","1.0053","0.9911","1.0196"
"สุราษฎร์ธานี",3,"Lag 3","1.0138","0.9953","1.0326"
"สุโขทัย",3,"Lag 3","0.9913","0.9762","1.0066"
"หนองคาย",3,"Lag 3","0.989","0.9798","0.9983"
"อุดรธานี",3,"Lag 3","1.007","0.9943","1.0199"
"อุตรดิตถ์",3,"Lag 3","1.0157","0.9913","1.0406"
"อุทัยธานี",3,"Lag 3","1.0079","0.9766","1.0401"
"อุบลราชธานี",3,"Lag 3","0.9972","0.9912","1.0032"
"เชียงราย",3,"Lag 3","1.0001","0.9959","1.0044"
"เชียงใหม่",3,"Lag 3","0.9989","0.9936","1.0043"
"เพชรบูรณ์",3,"Lag 3","0.9916","0.968","1.0157"
"เลย",3,"Lag 3","0.9907","0.9813","1.0001"
"แพร่",3,"Lag 3","0.9998","0.9901","1.0095"
"แม่ฮ่องสอน",3,"Lag 3","1.0065","0.9942","1.019"
"กรุงเทพมหานคร",4,"Lag 4","1.0042","0.9988","1.0096"
"กาญจนบุรี",4,"Lag 4","0.9982","0.9873","1.0091"
"กำแพงเพชร",4,"Lag 4","1.0024","0.979","1.0264"
"ขอนแก่น",4,"Lag 4","0.9918","0.9852","0.9985"
"จันทบุรี",4,"Lag 4","0.9983","0.9536","1.045"
"ฉะเชิงเทรา",4,"Lag 4","0.9957","0.983","1.0086"
"ชลบุรี",4,"Lag 4","0.9967","0.9869","1.0065"
"ตรัง",4,"Lag 4","0.9905","0.9384","1.0455"
"ตราด",4,"Lag 4","0.9971","0.9475","1.0493"
"ตาก",4,"Lag 4","0.9996","0.9858","1.0135"
"นครปฐม",4,"Lag 4","1.0083","0.9968","1.0198"
"นครพนม",4,"Lag 4","0.9969","0.9864","1.0074"
"นครราชสีมา",4,"Lag 4","1.0006","0.9928","1.0085"
"นครศรีธรรมราช",4,"Lag 4","0.985","0.962","1.0085"
"นครสวรรค์",4,"Lag 4","1.0016","0.9907","1.0128"
"นราธิวาส",4,"Lag 4","1.0152","0.9944","1.0363"
"น่าน",4,"Lag 4","1.0006","0.9919","1.0093"
"บุรีรัมย์",4,"Lag 4","1.0078","0.9872","1.0287"
"ปทุมธานี",4,"Lag 4","1.0099","0.9976","1.0224"
"ประจวบคีรีขันธ์",4,"Lag 4","1.0156","0.9841","1.0482"
"ปราจีนบุรี",4,"Lag 4","0.9964","0.9827","1.0102"
"พระนครศรีอยุธยา",4,"Lag 4","1.0027","0.9912","1.0144"
"พะเยา",4,"Lag 4","0.999","0.9897","1.0083"
"พิจิตร",4,"Lag 4","1.0012","0.976","1.027"
"พิษณุโลก",4,"Lag 4","1.0018","0.9919","1.0118"
"ภูเก็ต",4,"Lag 4","0.9981","0.9594","1.0384"
"มุกดาหาร",4,"Lag 4","0.9889","0.9384","1.0421"
"ยะลา",4,"Lag 4","0.9958","0.9733","1.0189"
"ระยอง",4,"Lag 4","0.9883","0.9741","1.0027"
"ราชบุรี",4,"Lag 4","0.9921","0.9839","1.0005"
"ลพบุรี",4,"Lag 4","0.9785","0.9585","0.999"
"ลำปาง",4,"Lag 4","1.003","0.9946","1.0115"
"ลำพูน",4,"Lag 4","1.0061","0.995","1.0172"
"สกลนคร",4,"Lag 4","1.0081","0.9892","1.0274"
"สงขลา",4,"Lag 4","0.998","0.9823","1.014"
"สตูล",4,"Lag 4","1.0005","0.9701","1.0319"
"สมุทรปราการ",4,"Lag 4","0.9986","0.989","1.0083"
"สมุทรสงคราม",4,"Lag 4","1.0265","1.0038","1.0497"
"สระแก้ว",4,"Lag 4","1.0002","0.9833","1.0173"
"สุพรรณบุรี",4,"Lag 4","1.0087","0.9946","1.0231"
"สุราษฎร์ธานี",4,"Lag 4","1.0124","0.9939","1.0312"
"สุโขทัย",4,"Lag 4","0.9902","0.9751","1.0056"
"หนองคาย",4,"Lag 4","0.9882","0.979","0.9974"
"อุดรธานี",4,"Lag 4","1.0041","0.9914","1.017"
"อุตรดิตถ์",4,"Lag 4","1.0137","0.9896","1.0384"
"อุทัยธานี",4,"Lag 4","1.0091","0.9786","1.0406"
"อุบลราชธานี",4,"Lag 4","0.9956","0.9896","1.0017"
"เชียงราย",4,"Lag 4","1.0008","0.9966","1.0051"
"เชียงใหม่",4,"Lag 4","0.9984","0.9931","1.0038"
"เพชรบูรณ์",4,"Lag 4","0.9918","0.9685","1.0155"
"เลย",4,"Lag 4","0.9914","0.982","1.0008"
"แพร่",4,"Lag 4","1.0029","0.9932","1.0126"
"แม่ฮ่องสอน",4,"Lag 4","1.0056","0.9934","1.0178"
"กรุงเทพมหานคร",5,"Lag 5","1.0028","0.9992","1.0064"
"กาญจนบุรี",5,"Lag 5","0.9985","0.9914","1.0055"
"กำแพงเพชร",5,"Lag 5","1.0108","0.9934","1.0284"
"ขอนแก่น",5,"Lag 5","0.9924","0.9877","0.9971"
"จันทบุรี",5,"Lag 5","1.0049","0.975","1.0358"
"ฉะเชิงเทรา",5,"Lag 5","0.9984","0.9893","1.0075"
"ชลบุรี",5,"Lag 5","0.9987","0.992","1.0054"
"ตรัง",5,"Lag 5","0.9798","0.9432","1.0179"
"ตราด",5,"Lag 5","0.9865","0.9562","1.0177"
"ตาก",5,"Lag 5","0.9998","0.9908","1.0089"
"นครปฐม",5,"Lag 5","1.0059","0.9982","1.0137"
"นครพนม",5,"Lag 5","1.0017","0.9941","1.0094"
"นครราชสีมา",5,"Lag 5","0.9999","0.9947","1.0051"
"นครศรีธรรมราช",5,"Lag 5","0.9984","0.9824","1.0146"
"นครสวรรค์",5,"Lag 5","1.0024","0.9948","1.01"
"นราธิวาส",5,"Lag 5","1.0171","1.0031","1.0314"
"น่าน",5,"Lag 5","0.9963","0.9901","1.0024"
"บุรีรัมย์",5,"Lag 5","1.0038","0.9897","1.0182"
"ปทุมธานี",5,"Lag 5","1.0068","0.9986","1.0151"
"ประจวบคีรีขันธ์",5,"Lag 5","1.0118","0.9908","1.0333"
"ปราจีนบุรี",5,"Lag 5","0.9953","0.9863","1.0043"
"พระนครศรีอยุธยา",5,"Lag 5","1.0015","0.9937","1.0095"
"พะเยา",5,"Lag 5","0.9994","0.993","1.0058"
"พิจิตร",5,"Lag 5","1.0019","0.9847","1.0194"
"พิษณุโลก",5,"Lag 5","1.0026","0.9958","1.0094"
"ภูเก็ต",5,"Lag 5","1.011","0.9834","1.0394"
"มุกดาหาร",5,"Lag 5","0.9981","0.9595","1.0383"
"ยะลา",5,"Lag 5","0.9902","0.9752","1.0055"
"ระยอง",5,"Lag 5","0.9975","0.9878","1.0073"
"ราชบุรี",5,"Lag 5","0.9947","0.9894","1.0001"
"ลพบุรี",5,"Lag 5","0.9879","0.9742","1.0017"
"ลำปาง",5,"Lag 5","1.0031","0.9973","1.009"
"ลำพูน",5,"Lag 5","1.0028","0.9953","1.0104"
"สกลนคร",5,"Lag 5","1.0051","0.992","1.0183"
"สงขลา",5,"Lag 5","0.998","0.9871","1.0089"
"สตูล",5,"Lag 5","1.0001","0.9796","1.0209"
"สมุทรปราการ",5,"Lag 5","0.9962","0.9897","1.0028"
"สมุทรสงคราม",5,"Lag 5","1.0199","1.0051","1.0349"
"สระแก้ว",5,"Lag 5","1.0008","0.9899","1.0119"
"สุพรรณบุรี",5,"Lag 5","1.012","1.0022","1.0219"
"สุราษฎร์ธานี",5,"Lag 5","1.0094","0.9963","1.0228"
"สุโขทัย",5,"Lag 5","0.9956","0.9846","1.0066"
"หนองคาย",5,"Lag 5","0.9936","0.987","1.0002"
"อุดรธานี",5,"Lag 5","1.0019","0.9931","1.0107"
"อุตรดิตถ์",5,"Lag 5","1.0047","0.9894","1.0202"
"อุทัยธานี",5,"Lag 5","1.0124","0.9926","1.0326"
"อุบลราชธานี",5,"Lag 5","0.9966","0.9923","1.0009"
"เชียงราย",5,"Lag 5","1.0006","0.9978","1.0034"
"เชียงใหม่",5,"Lag 5","0.9997","0.996","1.0034"
"เพชรบูรณ์",5,"Lag 5","0.9975","0.981","1.0143"
"เลย",5,"Lag 5","0.996","0.9895","1.0026"
"แพร่",5,"Lag 5","1.0072","1.0005","1.0139"
"แม่ฮ่องสอน",5,"Lag 5","1.0028","0.9953","1.0103"
"กรุงเทพมหานคร",6,"Lag 6","1.0017","0.9971","1.0062"
"กาญจนบุรี",6,"Lag 6","0.9996","0.9909","1.0083"
"กำแพงเพชร",6,"Lag 6","1.0211","1.0003","1.0423"
"ขอนแก่น",6,"Lag 6","0.9954","0.9894","1.0013"
"จันทบุรี",6,"Lag 6","1.0141","0.9793","1.0503"
"ฉะเชิงเทรา",6,"Lag 6","1.0049","0.9936","1.0163"
"ชลบุรี",6,"Lag 6","1.0036","0.9952","1.0121"
"ตรัง",6,"Lag 6","0.9646","0.9209","1.0103"
"ตราด",6,"Lag 6","0.9766","0.9408","1.0139"
"ตาก",6,"Lag 6","0.9999","0.9889","1.0109"
"นครปฐม",6,"Lag 6","1.0033","0.9935","1.0133"
"นครพนม",6,"Lag 6","1.0088","0.9995","1.0183"
"นครราชสีมา",6,"Lag 6","1.0011","0.9946","1.0075"
"นครศรีธรรมราช",6,"Lag 6","1.021","1.0012","1.0412"
"นครสวรรค์",6,"Lag 6","1.004","0.9947","1.0133"
"นราธิวาส",6,"Lag 6","1.0167","0.9995","1.0343"
"น่าน",6,"Lag 6","0.9906","0.9826","0.9987"
"บุรีรัมย์",6,"Lag 6","0.9995","0.983","1.0163"
"ปทุมธานี",6,"Lag 6","1.0016","0.9915","1.0118"
"ประจวบคีรีขันธ์",6,"Lag 6","1.008","0.9842","1.0323"
"ปราจีนบุรี",6,"Lag 6","0.996","0.9849","1.0072"
"พระนครศรีอยุธยา",6,"Lag 6","1.0001","0.9902","1.0102"
"พะเยา",6,"Lag 6","0.9993","0.9914","1.0073"
"พิจิตร",6,"Lag 6","1.0033","0.9825","1.0245"
"พิษณุโลก",6,"Lag 6","1.0046","0.9966","1.0126"
"ภูเก็ต",6,"Lag 6","1.0285","0.9938","1.0643"
"มุกดาหาร",6,"Lag 6","1.0101","0.9619","1.0607"
"ยะลา",6,"Lag 6","0.9849","0.9664","1.0038"
"ระยอง",6,"Lag 6","1.0135","1.0015","1.0257"
"ราชบุรี",6,"Lag 6","1.0007","0.9941","1.0074"
"ลพบุรี",6,"Lag 6","1.0078","0.9902","1.0258"
"ลำปาง",6,"Lag 6","1.0027","0.9955","1.0098"
"ลำพูน",6,"Lag 6","0.9978","0.9887","1.0069"
"สกลนคร",6,"Lag 6","1.0005","0.9841","1.0172"
"สงขลา",6,"Lag 6","0.9994","0.985","1.0141"
"สตูล",6,"Lag 6","0.9986","0.9713","1.0267"
"สมุทรปราการ",6,"Lag 6","0.9944","0.9863","1.0027"
"สมุทรสงคราม",6,"Lag 6","1.0085","0.9898","1.0276"
"สระแก้ว",6,"Lag 6","1.0029","0.9895","1.0165"
"สุพรรณบุรี",6,"Lag 6","1.0151","1.0035","1.0269"
"สุราษฎร์ธานี",6,"Lag 6","1.0054","0.9891","1.0221"
"สุโขทัย",6,"Lag 6","1.0053","0.9927","1.018"
"หนองคาย",6,"Lag 6","1.0032","0.995","1.0115"
"อุดรธานี",6,"Lag 6","1","0.9891","1.011"
"อุตรดิตถ์",6,"Lag 6","0.991","0.972","1.0104"
"อุทัยธานี",6,"Lag 6","1.0171","0.9928","1.0421"
"อุบลราชธานี",6,"Lag 6","0.9992","0.9937","1.0048"
"เชียงราย",6,"Lag 6","0.9998","0.9963","1.0033"
"เชียงใหม่",6,"Lag 6","1.0022","0.9976","1.0068"
"เพชรบูรณ์",6,"Lag 6","1.0071","0.987","1.0277"
"เลย",6,"Lag 6","1.0034","0.9953","1.0115"
"แพร่",6,"Lag 6","1.0124","1.0043","1.0205"
"แม่ฮ่องสอน",6,"Lag 6","0.9987","0.9895","1.0081"
"กรุงเทพมหานคร",7,"Lag 7","1.0007","0.9914","1.01"
"กาญจนบุรี",7,"Lag 7","1.0011","0.9827","1.0198"
"กำแพงเพชร",7,"Lag 7","1.0325","0.9936","1.073"
"ขอนแก่น",7,"Lag 7","0.9996","0.988","1.0114"
"จันทบุรี",7,"Lag 7","1.0247","0.952","1.103"
"ฉะเชิงเทรา",7,"Lag 7","1.0134","0.9912","1.036"
"ชลบุรี",7,"Lag 7","1.0101","0.993","1.0275"
"ตรัง",7,"Lag 7","0.9473","0.865","1.0373"
"ตราด",7,"Lag 7","0.9672","0.8888","1.0524"
"ตาก",7,"Lag 7","0.9998","0.977","1.0231"
"นครปฐม",7,"Lag 7","1.0006","0.9808","1.0209"
"นครพนม",7,"Lag 7","1.0172","0.9994","1.0353"
"นครราชสีมา",7,"Lag 7","1.0032","0.9899","1.0167"
"นครศรีธรรมราช",7,"Lag 7","1.0488","1.0081","1.0912"
"นครสวรรค์",7,"Lag 7","1.0061","0.9876","1.0249"
"นราธิวาส",7,"Lag 7","1.0151","0.9803","1.0512"
"น่าน",7,"Lag 7","0.9842","0.9688","0.9999"
"บุรีรัมย์",7,"Lag 7","0.995","0.9624","1.0288"
"ปทุมธานี",7,"Lag 7","0.9954","0.9749","1.0165"
"ประจวบคีรีขันธ์",7,"Lag 7","1.0041","0.9553","1.0553"
"ปราจีนบุรี",7,"Lag 7","0.9976","0.9744","1.0213"
"พระนครศรีอยุธยา",7,"Lag 7","0.9987","0.9788","1.019"
"พะเยา",7,"Lag 7","0.9991","0.9833","1.0152"
"พิจิตร",7,"Lag 7","1.0049","0.9632","1.0484"
"พิษณุโลก",7,"Lag 7","1.0072","0.9911","1.0236"
"ภูเก็ต",7,"Lag 7","1.0484","0.98","1.1217"
"มุกดาหาร",7,"Lag 7","1.0235","0.9355","1.1199"
"ยะลา",7,"Lag 7","0.9797","0.9421","1.0189"
"ระยอง",7,"Lag 7","1.0331","1.0082","1.0587"
"ราชบุรี",7,"Lag 7","1.0083","0.9941","1.0228"
"ลพบุรี",7,"Lag 7","1.0337","0.9973","1.0714"
"ลำปาง",7,"Lag 7","1.0019","0.9876","1.0164"
"ลำพูน",7,"Lag 7","0.9919","0.9736","1.0105"
"สกลนคร",7,"Lag 7","0.9951","0.9628","1.0286"
